State,Year,Column1,Metric,Data,Datum,Raw Data,Adjusted Data,Bookmark,Mountain States,Metric Name
District of Columbia,2013,7.2,sm-hr,-5.225125166,0.444201056,-3.93,-5.225125166,,,Homeownership rates
District of Columbia,2017,7.2,sm-hr,-5.690417317,0.429160706,-4.19,-5.690417317,,,Homeownership rates
District of Columbia,2021,7.2,sm-hr,-4.778684906,0.458632029,-3.68,-4.778684906,,,Homeownership rates
District of Columbia,2025,7.2,sm-hr,-5.055641427,0.449679539,-3.83,-5.055641427,,,Homeownership rates
Florida,2013,7.2,sm-hr,1.651657859,0.666489845,-0.08,1.651657859,,,Homeownership rates
Florida,2017,7.2,sm-hr,0.621424026,0.63318802,-0.65,0.621424026,,,Homeownership rates
Florida,2021,7.2,sm-hr,1.599651196,0.664808754,-0.1,1.599651196,,,Homeownership rates
Florida,2025,7.2,sm-hr,2.462465348,0.692698818,0.38,2.462465348,,,Homeownership rates
Georgia,2013,7.2,sm-hr,1.206982988,0.652115939,-0.32,1.206982988,,,Homeownership rates
Georgia,2017,7.2,sm-hr,0.473724343,0.628413696,-0.73,0.473724343,,,Homeownership rates
Georgia,2021,7.2,sm-hr,1.536379626,0.662763531,-0.14,1.536379626,,,Homeownership rates
Georgia,2025,7.2,sm-hr,2.433431116,0.6917603,0.36,2.433431116,,,Homeownership rates
Hawaii,2013,7.2,sm-hr,-0.216872801,0.606090467,-1.12,-0.216872801,,,Homeownership rates
Hawaii,2017,7.2,sm-hr,-0.636335371,0.592531536,-1.36,-0.636335371,,,Homeownership rates
Hawaii,2021,7.2,sm-hr,0.624853932,0.63329889,-0.65,0.624853932,,,Homeownership rates
Hawaii,2025,7.2,sm-hr,1.448343071,0.65991779,-0.19,1.448343071,,,Homeownership rates
Idaho,2013,7.2,sm-hr,2.749203649,0.701967499,0.54,2.749203649,,1,Homeownership rates
Idaho,2017,7.2,sm-hr,2.686902538,0.699953645,0.5,2.686902538,,1,Homeownership rates
Idaho,2021,7.2,sm-hr,3.899649058,0.739155108,1.18,3.899649058,,1,Homeownership rates
Idaho,2025,7.2,sm-hr,4.322713131,0.752830456,1.42,4.322713131,,1,Homeownership rates
Illinois,2013,7.2,sm-hr,2.631231422,0.698154102,0.47,2.631231422,,,Homeownership rates
Illinois,2017,7.2,sm-hr,1.932417622,0.675565273,0.08,1.932417622,,,Homeownership rates
Illinois,2021,7.2,sm-hr,2.700126567,0.700381105,0.51,2.700126567,,,Homeownership rates
Illinois,2025,7.2,sm-hr,3.332347879,0.720817363,0.87,3.332347879,,,Homeownership rates
Indiana,2013,7.2,sm-hr,3.378041719,0.722294395,0.89,3.378041719,,,Homeownership rates
Indiana,2017,7.2,sm-hr,2.827734641,0.704505976,0.58,2.827734641,,,Homeownership rates
Indiana,2021,7.2,sm-hr,3.495159228,0.726080163,0.96,3.495159228,,,Homeownership rates
Indiana,2025,7.2,sm-hr,4.105932384,0.745823119,1.3,4.105932384,,,Homeownership rates
Iowa,2013,7.2,sm-hr,4.343468948,0.753501378,1.43,4.343468948,,,Homeownership rates
Iowa,2017,7.2,sm-hr,3.83380715,0.737026799,1.15,3.83380715,,,Homeownership rates
Iowa,2021,7.2,sm-hr,3.838778056,0.737187481,1.15,3.838778056,,,Homeownership rates
Iowa,2025,7.2,sm-hr,4.574008255,0.760953453,1.56,4.574008255,,,Homeownership rates
Kansas,2013,7.2,sm-hr,2.931223261,0.707851198,0.64,2.931223261,,,Homeownership rates
Kansas,2017,7.2,sm-hr,2.46375381,0.692740467,0.38,2.46375381,,,Homeownership rates
Kansas,2021,7.2,sm-hr,2.760241182,0.702324282,0.55,2.760241182,,,Homeownership rates
Kansas,2025,7.2,sm-hr,3.093090607,0.713083484,0.73,3.093090607,,,Homeownership rates
Kentucky,2013,7.2,sm-hr,2.930710912,0.707834636,0.64,2.930710912,,,Homeownership rates
Kentucky,2017,7.2,sm-hr,1.943257617,0.675915671,0.09,1.943257617,,,Homeownership rates
Kentucky,2021,7.2,sm-hr,2.46677263,0.692838048,0.38,2.46677263,,,Homeownership rates
Kentucky,2025,7.2,sm-hr,3.266432196,0.718686669,0.83,3.266432196,,,Homeownership rates
Louisiana,2013,7.2,sm-hr,2.160838261,0.682948863,0.21,2.160838261,,,Homeownership rates
Louisiana,2017,7.2,sm-hr,1.471289271,0.660659515,-0.18,1.471289271,,,Homeownership rates
Louisiana,2021,7.2,sm-hr,2.212406658,0.684615788,0.24,2.212406658,,,Homeownership rates
Louisiana,2025,7.2,sm-hr,2.873108065,0.705972651,0.61,2.873108065,,,Homeownership rates
Maine,2013,7.2,sm-hr,4.126880882,0.74650027,1.31,4.126880882,,,Homeownership rates
Maine,2017,7.2,sm-hr,4.166374544,0.747776884,1.33,4.166374544,,,Homeownership rates
Maine,2021,7.2,sm-hr,4.352932821,0.753807293,1.44,4.352932821,,,Homeownership rates
Maine,2025,7.2,sm-hr,5.098806899,0.777917323,1.86,5.098806899,,,Homeownership rates
Maryland,2013,7.2,sm-hr,2.647133757,0.698668137,0.48,2.647133757,,,Homeownership rates
Maryland,2017,7.2,sm-hr,2.023694606,0.678515759,0.13,2.023694606,,,Homeownership rates
Maryland,2021,7.2,sm-hr,2.461581918,0.692670261,0.38,2.461581918,,,Homeownership rates
Maryland,2025,7.2,sm-hr,3.151908171,0.714984734,0.77,3.151908171,,,Homeownership rates
Massachusetts,2013,7.2,sm-hr,1.689023905,0.667697685,-0.05,1.689023905,,,Homeownership rates
Massachusetts,2017,7.2,sm-hr,1.372338021,0.657460963,-0.23,1.372338021,,,Homeownership rates
Massachusetts,2021,7.2,sm-hr,1.627032989,0.665693858,-0.09,1.627032989,,,Homeownership rates
Massachusetts,2025,7.2,sm-hr,1.809468498,0.671591,0.01,1.809468498,,,Homeownership rates
Michigan,2013,7.2,sm-hr,3.905814493,0.739354402,1.19,3.905814493,,,Homeownership rates
Michigan,2017,7.2,sm-hr,3.602174629,0.729539386,1.02,3.602174629,,,Homeownership rates
Michigan,2021,7.2,sm-hr,4.107982285,0.745889382,1.3,4.107982285,,,Homeownership rates
Michigan,2025,7.2,sm-hr,5.043179243,0.776119185,1.82,5.043179243,,,Homeownership rates
Minnesota,2013,7.2,sm-hr,4.540166765,0.759859542,1.54,4.540166765,,,Homeownership rates
Minnesota,2017,7.2,sm-hr,3.973335348,0.741536982,1.23,3.973335348,,,Homeownership rates
Minnesota,2021,7.2,sm-hr,4.55336296,0.760286103,1.55,4.55336296,,,Homeownership rates
Minnesota,2025,7.2,sm-hr,4.923139013,0.772238941,1.76,4.923139013,,,Homeownership rates
Mississippi,2013,7.2,sm-hr,2.659488666,0.699067504,0.49,2.659488666,,,Homeownership rates
Mississippi,2017,7.2,sm-hr,1.841486888,0.67262598,0.03,1.841486888,,,Homeownership rates
Mississippi,2021,7.2,sm-hr,2.320865071,0.688121655,0.3,2.320865071,,,Homeownership rates
Mississippi,2025,7.2,sm-hr,3.939889251,0.740455853,1.21,3.939889251,,,Homeownership rates
Missouri,2013,7.2,sm-hr,2.893402816,0.706628669,0.62,2.893402816,,,Homeownership rates
Missouri,2017,7.2,sm-hr,2.24553912,0.685686779,0.26,2.24553912,,,Homeownership rates
Missouri,2021,7.2,sm-hr,2.868650755,0.705828571,0.61,2.868650755,,,Homeownership rates
Missouri,2025,7.2,sm-hr,3.633022694,0.730536535,1.03,3.633022694,,,Homeownership rates
Montana,2013,7.2,sm-hr,2.859869468,0.70554472,0.6,2.859869468,,1,Homeownership rates
Montana,2017,7.2,sm-hr,2.428729444,0.69160832,0.36,2.428729444,,1,Homeownership rates
Montana,2021,7.2,sm-hr,3.407999203,0.723262756,0.91,3.407999203,,1,Homeownership rates
Montana,2025,7.2,sm-hr,3.682573466,0.732138241,1.06,3.682573466,,1,Homeownership rates
Nebraska,2013,7.2,sm-hr,2.768452063,0.702589695,0.55,2.768452063,,,Homeownership rates
Nebraska,2017,7.2,sm-hr,2.48763337,0.693512362,0.39,2.48763337,,,Homeownership rates
Nebraska,2021,7.2,sm-hr,2.910705053,0.707187956,0.63,2.910705053,,,Homeownership rates
Nebraska,2025,7.2,sm-hr,3.226264723,0.717388275,0.81,3.226264723,,,Homeownership rates
Nevada,2013,7.2,sm-hr,-1.532136037,0.5635752,-1.86,-1.532136037,,1,Homeownership rates
Nevada,2017,7.2,sm-hr,-2.151995767,0.543538524,-2.21,-2.151995767,,1,Homeownership rates
Nevada,2021,7.2,sm-hr,-0.847964938,0.58569071,-1.47,-0.847964938,,1,Homeownership rates
Nevada,2025,7.2,sm-hr,0.326888242,0.623667288,-0.82,0.326888242,,1,Homeownership rates
New Hampshire,2013,7.2,sm-hr,4.320839441,0.752769889,1.42,4.320839441,,,Homeownership rates
New Hampshire,2017,7.2,sm-hr,4.082468866,0.745064672,1.29,4.082468866,,,Homeownership rates
New Hampshire,2021,7.2,sm-hr,4.454017418,0.757074805,1.49,4.454017418,,,Homeownership rates
New Hampshire,2025,7.2,sm-hr,4.889661227,0.771156787,1.74,4.889661227,,,Homeownership rates
New Jersey,2013,7.2,sm-hr,1.973512864,0.676893658,0.11,1.973512864,,,Homeownership rates
New Jersey,2017,7.2,sm-hr,1.363530984,0.657176279,-0.24,1.363530984,,,Homeownership rates
New Jersey,2021,7.2,sm-hr,1.583293614,0.664280003,-0.11,1.583293614,,,Homeownership rates
New Jersey,2025,7.2,sm-hr,1.897397762,0.674433273,0.06,1.897397762,,,Homeownership rates
New Mexico,2013,7.2,sm-hr,2.743215051,0.70177392,0.54,2.743215051,,1,Homeownership rates
New Mexico,2017,7.2,sm-hr,2.287183004,0.687032898,0.28,2.287183004,,1,Homeownership rates
New Mexico,2021,7.2,sm-hr,2.583438989,0.696609234,0.45,2.583438989,,1,Homeownership rates
New Mexico,2025,7.2,sm-hr,3.358108809,0.721650073,0.88,3.358108809,,1,Homeownership rates
New York,2013,7.2,sm-hr,-1.478124353,0.565321102,-1.83,-1.478124353,,,Homeownership rates
New York,2017,7.2,sm-hr,-1.621535769,0.560685395,-1.91,-1.621535769,,,Homeownership rates
New York,2021,7.2,sm-hr,-1.260719464,0.572348613,-1.71,-1.260719464,,,Homeownership rates
New York,2025,7.2,sm-hr,-0.847776698,0.585696795,-1.47,-0.847776698,,,Homeownership rates
North Carolina,2013,7.2,sm-hr,1.875953663,0.673740102,0.05,1.875953663,,,Homeownership rates
North Carolina,2017,7.2,sm-hr,1.161055932,0.650631368,-0.35,1.161055932,,,Homeownership rates
North Carolina,2021,7.2,sm-hr,1.814073646,0.67173986,0.02,1.814073646,,,Homeownership rates
North Carolina,2025,7.2,sm-hr,2.503709154,0.694032004,0.4,2.503709154,,,Homeownership rates
North Dakota,2013,7.2,sm-hr,2.980589421,0.709446935,0.67,2.980589421,,,Homeownership rates
North Dakota,2017,7.2,sm-hr,1.653096132,0.666536337,-0.07,1.653096132,,,Homeownership rates
North Dakota,2021,7.2,sm-hr,1.799333152,0.67126338,0.01,1.799333152,,,Homeownership rates
North Dakota,2025,7.2,sm-hr,3.048308894,0.711635936,0.71,3.048308894,,,Homeownership rates
Ohio,2013,7.2,sm-hr,2.553529146,0.695642412,0.43,2.553529146,,,Homeownership rates
Ohio,2017,7.2,sm-hr,2.142760848,0.682364519,0.2,2.142760848,,,Homeownership rates
Ohio,2021,7.2,sm-hr,2.516567067,0.69444763,0.41,2.516567067,,,Homeownership rates
Ohio,2025,7.2,sm-hr,3.038163664,0.711307996,0.7,3.038163664,,,Homeownership rates
Oklahoma,2013,7.2,sm-hr,2.151364019,0.682642613,0.2,2.151364019,,,Homeownership rates
Oklahoma,2017,7.2,sm-hr,1.712221076,0.668447523,-0.04,1.712221076,,,Homeownership rates
Oklahoma,2021,7.2,sm-hr,1.902478729,0.674597513,0.07,1.902478729,,,Homeownership rates
Oklahoma,2025,7.2,sm-hr,2.312404997,0.687848187,0.29,2.312404997,,,Homeownership rates
Oregon,2013,7.2,sm-hr,0.180964511,0.618950372,-0.9,0.180964511,,,Homeownership rates
Oregon,2017,7.2,sm-hr,0.456395285,0.627853543,-0.74,0.456395285,,,Homeownership rates
Oregon,2021,7.2,sm-hr,1.487971222,0.661198752,-0.17,1.487971222,,,Homeownership rates
Oregon,2025,7.2,sm-hr,1.88903301,0.674162886,0.06,1.88903301,,,Homeownership rates
Pennsylvania,2013,7.2,sm-hr,3.657238943,0.731319314,1.05,3.657238943,,,Homeownership rates
Pennsylvania,2017,7.2,sm-hr,3.252627001,0.718240423,0.82,3.252627001,,,Homeownership rates
Pennsylvania,2021,7.2,sm-hr,3.270324879,0.718812498,0.83,3.270324879,,,Homeownership rates
Pennsylvania,2025,7.2,sm-hr,3.887961812,0.738777323,1.18,3.887961812,,,Homeownership rates
Rhode Island,2013,7.2,sm-hr,0.903969159,0.642321159,-0.49,0.903969159,,,Homeownership rates
Rhode Island,2017,7.2,sm-hr,0.542526579,0.630637697,-0.7,0.542526579,,,Homeownership rates
Rhode Island,2021,7.2,sm-hr,1.521397154,0.662279229,-0.15,1.521397154,,,Homeownership rates
Rhode Island,2025,7.2,sm-hr,2.484688692,0.693417177,0.39,2.484688692,,,Homeownership rates
South Carolina,2013,7.2,sm-hr,2.557107777,0.69575809,0.43,2.557107777,,,Homeownership rates
South Carolina,2017,7.2,sm-hr,2.265087983,0.686318687,0.27,2.265087983,,,Homeownership rates
South Carolina,2021,7.2,sm-hr,3.135572402,0.714456688,0.76,3.135572402,,,Homeownership rates
South Carolina,2025,7.2,sm-hr,4.153965106,0.747375755,1.33,4.153965106,,,Homeownership rates
South Dakota,2013,7.2,sm-hr,3.075660418,0.712520061,0.72,3.075660418,,,Homeownership rates
South Dakota,2017,7.2,sm-hr,3.133300838,0.714383261,0.75,3.133300838,,,Homeownership rates
South Dakota,2021,7.2,sm-hr,3.210268962,0.716871219,0.8,3.210268962,,,Homeownership rates
South Dakota,2025,7.2,sm-hr,3.923993578,0.739942033,1.2,3.923993578,,,Homeownership rates
Tennessee,2013,7.2,sm-hr,2.311750884,0.687827043,0.29,2.311750884,,,Homeownership rates
Tennessee,2017,7.2,sm-hr,1.709652993,0.668364511,-0.04,1.709652993,,,Homeownership rates
Tennessee,2021,7.2,sm-hr,2.302064861,0.687513947,0.29,2.302064861,,,Homeownership rates
Tennessee,2025,7.2,sm-hr,2.624651859,0.697941421,0.47,2.624651859,,,Homeownership rates
Texas,2013,7.2,sm-hr,1.306161771,0.655321846,-0.27,1.306161771,,,Homeownership rates
Texas,2017,7.2,sm-hr,0.827464383,0.639848178,-0.54,0.827464383,,,Homeownership rates
Texas,2021,7.2,sm-hr,1.226361665,0.652742345,-0.31,1.226361665,,,Homeownership rates
Texas,2025,7.2,sm-hr,1.864509643,0.67337018,0.04,1.864509643,,,Homeownership rates
United States,2013,7.2,sm-hr,1.558833124,0.663489329,-0.13,1.558833124,,,Homeownership rates
United States,2017,7.2,sm-hr,1.052233367,0.64711373,-0.41,1.052233367,,,Homeownership rates
United States,2021,7.2,sm-hr,1.626795327,0.665686176,-0.09,1.626795327,,,Homeownership rates
United States,2025,7.2,sm-hr,2.274779671,0.686631966,0.27,2.274779671,,,Homeownership rates
Utah,2013,7.2,sm-hr,3.419911368,0.723647812,0.92,3.419911368,,1,Homeownership rates
Utah,2017,7.2,sm-hr,3.284966045,0.719285767,0.84,3.284966045,,1,Homeownership rates
Utah,2021,7.2,sm-hr,4.199317384,0.748841746,1.35,4.199317384,,1,Homeownership rates
Utah,2025,7.2,sm-hr,3.982447784,0.741831538,1.23,3.982447784,,1,Homeownership rates
Vermont,2013,7.2,sm-hr,3.994326485,0.742215511,1.24,3.994326485,,,Homeownership rates
Vermont,2017,7.2,sm-hr,3.731242915,0.733711458,1.09,3.731242915,,,Homeownership rates
Vermont,2021,7.2,sm-hr,4.261166645,0.750840994,1.39,4.261166645,,,Homeownership rates
Vermont,2025,7.2,sm-hr,5.317393568,0.784983035,1.98,5.317393568,,,Homeownership rates
Virginia,2013,7.2,sm-hr,2.300576287,0.68746583,0.29,2.300576287,,,Homeownership rates
Virginia,2017,7.2,sm-hr,1.610969489,0.665174613,-0.1,1.610969489,,,Homeownership rates
Virginia,2021,7.2,sm-hr,2.241676255,0.685561914,0.26,2.241676255,,,Homeownership rates
Virginia,2025,7.2,sm-hr,2.979336602,0.709406439,0.67,2.979336602,,,Homeownership rates
Washington,2013,7.2,sm-hr,1.073189228,0.647791118,-0.4,1.073189228,,,Homeownership rates
Washington,2017,7.2,sm-hr,1.005159379,0.645592085,-0.44,1.005159379,,,Homeownership rates
Washington,2021,7.2,sm-hr,1.478699708,0.660899054,-0.17,1.478699708,,,Homeownership rates
Washington,2025,7.2,sm-hr,1.93156935,0.675537853,0.08,1.93156935,,,Homeownership rates
West Virginia,2013,7.2,sm-hr,4.018472408,0.742996017,1.25,4.018472408,,,Homeownership rates
West Virginia,2017,7.2,sm-hr,3.837518529,0.737146767,1.15,3.837518529,,,Homeownership rates
West Virginia,2021,7.2,sm-hr,4.315869305,0.752609232,1.42,4.315869305,,,Homeownership rates
West Virginia,2025,7.2,sm-hr,4.795405681,0.768110021,1.69,4.795405681,,,Homeownership rates
Wisconsin,2013,7.2,sm-hr,3.120404054,0.713966378,0.75,3.120404054,,1,Homeownership rates
Wisconsin,2017,7.2,sm-hr,2.670991737,0.699439335,0.5,2.670991737,,1,Homeownership rates
Wisconsin,2021,7.2,sm-hr,3.029702031,0.711034478,0.7,3.029702031,,1,Homeownership rates
Wisconsin,2025,7.2,sm-hr,3.652425326,0.731163716,1.05,3.652425326,,1,Homeownership rates
Wyoming,2013,7.2,sm-hr,3.529078897,0.727176601,0.98,3.529078897,,,Homeownership rates
Wyoming,2017,7.2,sm-hr,2.443862518,0.69209749,0.37,2.443862518,,,Homeownership rates
Wyoming,2021,7.2,sm-hr,3.991045818,0.742109465,1.23,3.991045818,,,Homeownership rates
Wyoming,2025,7.2,sm-hr,4.02333808,0.743153297,1.25,4.02333808,,,Homeownership rates
Alabama,2013,7.4,sm-neet,-1.988524296,0.172054735,-2.11,-1.988524296,,,Unengaged youth
Alabama,2017,7.4,sm-neet,-0.61242935,0.151899876,-1.34,-0.61242935,,,Unengaged youth
Alabama,2021,7.4,sm-neet,1.05927324,0.127415425,-0.41,1.05927324,,,Unengaged youth
Alabama,2025,7.4,sm-neet,1.890394458,0.115242479,0.06,1.890394458,,,Unengaged youth
Alaska,2013,7.3,sm-em,-3.244721921,0.379000008,-2.82,-3.244721921,,,Economic mobility
Alaska,2017,7.3,sm-em,-3.244721921,0.379000008,-2.82,-3.244721921,,,Economic mobility
Alaska,2021,7.3,sm-em,-3.244721921,0.379000008,-2.82,-3.244721921,,,Economic mobility
Alaska,2025,7.3,sm-em,-3.244721921,0.379000008,-2.82,-3.244721921,,,Economic mobility
Arizona,2013,7.3,sm-em,-0.058901708,0.462000012,-1.03,-0.058901708,,1,Economic mobility
Arizona,2017,7.3,sm-em,-0.058901708,0.462000012,-1.03,-0.058901708,,1,Economic mobility
Arizona,2021,7.3,sm-em,-0.058901708,0.462000012,-1.03,-0.058901708,,1,Economic mobility
Arizona,2025,7.3,sm-em,-0.058901708,0.462000012,-1.03,-0.058901708,,1,Economic mobility
Arkansas,2013,7.3,sm-em,3.702668566,0.560000002,1.07,3.702668566,,,Economic mobility
Arkansas,2017,7.3,sm-em,3.702668566,0.560000002,1.07,3.702668566,,,Economic mobility
Arkansas,2021,7.3,sm-em,3.702668566,0.560000002,1.07,3.702668566,,,Economic mobility
Arkansas,2025,7.3,sm-em,3.702668566,0.560000002,1.07,3.702668566,,,Economic mobility
California,2013,7.3,sm-em,0.939065752,0.488000005,-0.47,0.939065752,,,Economic mobility
California,2017,7.3,sm-em,0.939065752,0.488000005,-0.47,0.939065752,,,Economic mobility
California,2021,7.3,sm-em,0.939065752,0.488000005,-0.47,0.939065752,,,Economic mobility
California,2025,7.3,sm-em,0.939065752,0.488000005,-0.47,0.939065752,,,Economic mobility
Colorado,2013,7.3,sm-em,1.36128315,0.499000013,-0.24,1.36128315,,1,Economic mobility
Colorado,2017,7.3,sm-em,1.36128315,0.499000013,-0.24,1.36128315,,1,Economic mobility
Colorado,2021,7.3,sm-em,1.36128315,0.499000013,-0.24,1.36128315,,1,Economic mobility
Colorado,2025,7.3,sm-em,1.36128315,0.499000013,-0.24,1.36128315,,1,Economic mobility
Connecticut,2013,7.3,sm-em,2.09056702,0.518000007,0.17,2.09056702,,,Economic mobility
Connecticut,2017,7.3,sm-em,2.09056702,0.518000007,0.17,2.09056702,,,Economic mobility
Connecticut,2021,7.3,sm-em,2.09056702,0.518000007,0.17,2.09056702,,,Economic mobility
Connecticut,2025,7.3,sm-em,2.09056702,0.518000007,0.17,2.09056702,,,Economic mobility
Delaware,2013,7.3,sm-em,1.937033212,0.513999999,0.08,1.937033212,,,Economic mobility
Delaware,2017,7.3,sm-em,1.937033212,0.513999999,0.08,1.937033212,,,Economic mobility
Delaware,2021,7.3,sm-em,1.937033212,0.513999999,0.08,1.937033212,,,Economic mobility
Delaware,2025,7.3,sm-em,1.937033212,0.513999999,0.08,1.937033212,,,Economic mobility
District of Columbia,2013,7.3,sm-em,7.617772647,0.662,3.27,7.617772647,,,Economic mobility
District of Columbia,2017,7.3,sm-em,7.617772647,0.662,3.27,7.617772647,,,Economic mobility
District of Columbia,2021,7.3,sm-em,7.617772647,0.662,3.27,7.617772647,,,Economic mobility
District of Columbia,2025,7.3,sm-em,7.617772647,0.662,3.27,7.617772647,,,Economic mobility
Florida,2013,7.3,sm-em,-0.212435516,0.458000004,-1.12,-0.212435516,,,Economic mobility
Florida,2017,7.3,sm-em,-0.212435516,0.458000004,-1.12,-0.212435516,,,Economic mobility
Florida,2021,7.3,sm-em,-0.212435516,0.458000004,-1.12,-0.212435516,,,Economic mobility
Florida,2025,7.3,sm-em,-0.212435516,0.458000004,-1.12,-0.212435516,,,Economic mobility
Georgia,2013,7.3,sm-em,0.708765041,0.481999993,-0.6,0.708765041,,,Economic mobility
Georgia,2017,7.3,sm-em,0.708765041,0.481999993,-0.6,0.708765041,,,Economic mobility
Georgia,2021,7.3,sm-em,0.708765041,0.481999993,-0.6,0.708765041,,,Economic mobility
Georgia,2025,7.3,sm-em,0.708765041,0.481999993,-0.6,0.708765041,,,Economic mobility
Hawaii,2013,7.3,sm-em,1.39966603,0.5,-0.22,1.39966603,,,Economic mobility
Hawaii,2017,7.3,sm-em,1.39966603,0.5,-0.22,1.39966603,,,Economic mobility
Hawaii,2021,7.3,sm-em,1.39966603,0.5,-0.22,1.39966603,,,Economic mobility
Hawaii,2025,7.3,sm-em,1.39966603,0.5,-0.22,1.39966603,,,Economic mobility
Idaho,2013,7.3,sm-em,1.092599559,0.492000014,-0.39,1.092599559,,1,Economic mobility
Idaho,2017,7.3,sm-em,1.092599559,0.492000014,-0.39,1.092599559,,1,Economic mobility
Idaho,2021,7.3,sm-em,1.092599559,0.492000014,-0.39,1.092599559,,1,Economic mobility
Idaho,2025,7.3,sm-em,1.092599559,0.492000014,-0.39,1.092599559,,1,Economic mobility
Illinois,2013,7.3,sm-em,0.248164762,0.469999999,-0.86,0.248164762,,,Economic mobility
Illinois,2017,7.3,sm-em,0.248164762,0.469999999,-0.86,0.248164762,,,Economic mobility
Illinois,2021,7.3,sm-em,0.248164762,0.469999999,-0.86,0.248164762,,,Economic mobility
Illinois,2025,7.3,sm-em,0.248164762,0.469999999,-0.86,0.248164762,,,Economic mobility
Indiana,2013,7.3,sm-em,0.785531945,0.483999997,-0.56,0.785531945,,,Economic mobility
Indiana,2017,7.3,sm-em,0.785531945,0.483999997,-0.56,0.785531945,,,Economic mobility
Indiana,2021,7.3,sm-em,0.785531945,0.483999997,-0.56,0.785531945,,,Economic mobility
Indiana,2025,7.3,sm-em,0.785531945,0.483999997,-0.56,0.785531945,,,Economic mobility
Iowa,2013,7.3,sm-em,2.935001816,0.540000021,0.64,2.935001816,,,Economic mobility
Iowa,2017,7.3,sm-em,2.935001816,0.540000021,0.64,2.935001816,,,Economic mobility
Iowa,2021,7.3,sm-em,2.935001816,0.540000021,0.64,2.935001816,,,Economic mobility
Iowa,2025,7.3,sm-em,2.935001816,0.540000021,0.64,2.935001816,,,Economic mobility
Kansas,2013,7.3,sm-em,1.284516247,0.497000009,-0.28,1.284516247,,,Economic mobility
Kansas,2017,7.3,sm-em,1.284516247,0.497000009,-0.28,1.284516247,,,Economic mobility
Kansas,2021,7.3,sm-em,1.284516247,0.497000009,-0.28,1.284516247,,,Economic mobility
Kansas,2025,7.3,sm-em,1.284516247,0.497000009,-0.28,1.284516247,,,Economic mobility
Kentucky,2013,7.3,sm-em,2.704699961,0.533999979,0.51,2.704699961,,,Economic mobility
Kentucky,2017,7.3,sm-em,2.704699961,0.533999979,0.51,2.704699961,,,Economic mobility
Kentucky,2021,7.3,sm-em,2.704699961,0.533999979,0.51,2.704699961,,,Economic mobility
Kentucky,2025,7.3,sm-em,2.704699961,0.533999979,0.51,2.704699961,,,Economic mobility
Louisiana,2013,7.3,sm-em,2.627934202,0.532000005,0.47,2.627934202,,,Economic mobility
Louisiana,2017,7.3,sm-em,2.627934202,0.532000005,0.47,2.627934202,,,Economic mobility
Louisiana,2021,7.3,sm-em,2.627934202,0.532000005,0.47,2.627934202,,,Economic mobility
Louisiana,2025,7.3,sm-em,2.627934202,0.532000005,0.47,2.627934202,,,Economic mobility
Maine,2013,7.3,sm-em,1.43804891,0.500999987,-0.19,1.43804891,,,Economic mobility
Maine,2017,7.3,sm-em,1.43804891,0.500999987,-0.19,1.43804891,,,Economic mobility
Maine,2021,7.3,sm-em,1.43804891,0.500999987,-0.19,1.43804891,,,Economic mobility
Maine,2025,7.3,sm-em,1.43804891,0.500999987,-0.19,1.43804891,,,Economic mobility
Maryland,2013,7.3,sm-em,1.860267452,0.512000024,0.04,1.860267452,,,Economic mobility
Maryland,2017,7.3,sm-em,1.860267452,0.512000024,0.04,1.860267452,,,Economic mobility
Maryland,2021,7.3,sm-em,1.860267452,0.512000024,0.04,1.860267452,,,Economic mobility
Maryland,2025,7.3,sm-em,1.860267452,0.512000024,0.04,1.860267452,,,Economic mobility
Massachusetts,2013,7.3,sm-em,3.472368998,0.55400002,0.94,3.472368998,,,Economic mobility
Massachusetts,2017,7.3,sm-em,3.472368998,0.55400002,0.94,3.472368998,,,Economic mobility
Massachusetts,2021,7.3,sm-em,3.472368998,0.55400002,0.94,3.472368998,,,Economic mobility
Massachusetts,2025,7.3,sm-em,3.472368998,0.55400002,0.94,3.472368998,,,Economic mobility
Michigan,2013,7.3,sm-em,-0.25081954,0.456999987,-1.14,-0.25081954,,,Economic mobility
Michigan,2017,7.3,sm-em,-0.25081954,0.456999987,-1.14,-0.25081954,,,Economic mobility
Michigan,2021,7.3,sm-em,-0.25081954,0.456999987,-1.14,-0.25081954,,,Economic mobility
Michigan,2025,7.3,sm-em,-0.25081954,0.456999987,-1.14,-0.25081954,,,Economic mobility
Minnesota,2013,7.3,sm-em,2.512783274,0.528999984,0.41,2.512783274,,,Economic mobility
Minnesota,2017,7.3,sm-em,2.512783274,0.528999984,0.41,2.512783274,,,Economic mobility
Minnesota,2021,7.3,sm-em,2.512783274,0.528999984,0.41,2.512783274,,,Economic mobility
Minnesota,2025,7.3,sm-em,2.512783274,0.528999984,0.41,2.512783274,,,Economic mobility
Mississippi,2013,7.3,sm-em,2.589551322,0.531000018,0.45,2.589551322,,,Economic mobility
Mississippi,2017,7.3,sm-em,2.589551322,0.531000018,0.45,2.589551322,,,Economic mobility
Mississippi,2021,7.3,sm-em,2.589551322,0.531000018,0.45,2.589551322,,,Economic mobility
Mississippi,2025,7.3,sm-em,2.589551322,0.531000018,0.45,2.589551322,,,Economic mobility
Missouri,2013,7.3,sm-em,2.320866587,0.523999989,0.3,2.320866587,,,Economic mobility
